name,birthcity,birthstate,countryName,LAT,LON,birthyear,gender,occupation,industry,domain
Kate Mulgrew,Dubuque,IA,United States,42.504321,-90.686865,1955,Female,Actor,Film And Theatre,Arts
Davy Crockett,Limestone,TN,United States,36.228056,-82.630556,1786,Male,Explorer,Explorers,Exploration
Rachel Carson,Springdale,PA,United States,40.541389,-79.782222,1907,Female,Biologist,Natural Sciences,Science & Technology
Michael Jordan,New York,NY,United States,40.692778,-73.990278,1963,Male,Basketball Player,Team Sports,Sports
Brian Jones,Cheltenham,NA,United Kingdom,51.883333,-2.066667,1942,Male,Musician,Music,Arts
Thomas Newcomen,Dartmouth,NA,United Kingdom,50.351,-3.579,1664,Male,Inventor,Invention,Science & Technology
James Prescott Joule,Manchester,NA,United Kingdom,53.483,-2.2931,1818,Male,Physicist,Natural Sciences,Science & Technology
Murray Gell-Mann,New York,NY,United States,40.790278,-73.959722,1929,Male,Physicist,Natural Sciences,Science & Technology
Tina Turner,Nutbush,TN,United States,35.698056,-89.408056,1939,Female,Singer,Music,Arts
Maggie Smith,Ilford,NA,United Kingdom,51.558807,0.085459,1934,Female,Actor,Film And Theatre,Arts
George C. Scott,Wise,VA,United States,36.978056,-82.576944,1927,Male,Actor,Film And Theatre,Arts
Charles Lindbergh,Detroit,MI,United States,42.331389,-83.045833,1902,Male,Pilot,Military,Institutions
Peter Falk,New York,NY,United States,40.7127,-74.0059,1927,Male,Actor,Film And Theatre,Arts
Sting,Wallsend,NA,United Kingdom,54.99128,-1.5311,1951,Male,Musician,Music,Arts
Beyoncé,Houston,TX,United States,29.762778,-95.383056,1981,Female,Singer,Music,Arts
John Henry Cardinal Newman,London,NA,United Kingdom,51.507222,-0.1275,1801,Male,Religious Figure,Religion,Institutions
Jessica Tandy,London,NA,United Kingdom,51.533333,-0.083333,1909,Female,Actor,Film And Theatre,Arts
Thelonious Monk,Rocky Mount,NC,United States,35.941667,-77.797222,1917,Male,Musician,Music,Arts
Daron Malakian,Los Angeles,CA,United States,34.1,-118.333333,1975,Male,Musician,Music,Arts
Oliver Hardy,Harlem,GA,United States,33.416944,-82.313889,1892,Male,Actor,Film And Theatre,Arts
Winsor McCay,Spring Lake,MI,United States,43.076944,-86.196944,1869,Male,Comic Artist,Design,Arts
Jane Birkin,Marylebone,NA,United Kingdom,51.5177,-0.147,1946,Female,Actor,Film And Theatre,Arts
Nick Nolte,Omaha,NE,United States,41.25,-96,1941,Male,Actor,Film And Theatre,Arts
Percy Williams Bridgman,Boston,MA,United States,42.373611,-71.110556,1882,Male,Physicist,Natural Sciences,Science & Technology
Richard Feynman,New York,NY,United States,40.790278,-73.959722,1918,Male,Physicist,Natural Sciences,Science & Technology
Amelia Earhart,Atchison,KS,United States,39.5625,-95.128333,1897,Female,Pilot,Military,Institutions
Ozzy Osbourne,Aston,NA,United Kingdom,52.5,-1.88,1948,Male,Singer,Music,Arts
Judi Dench,York,NA,United Kingdom,53.96992,-1.0565,1934,Female,Actor,Film And Theatre,Arts
H. H. Asquith,Morley,NA,United Kingdom,53.749166,-1.602263,1852,Male,Politician,Government,Institutions
Martin Amis,Swansea,NA,United Kingdom,51.616667,-3.95,1949,Male,Writer,Language,Humanities
Madeleine Stowe,Los Angeles,CA,United States,34.1,-118.333333,1958,Female,Actor,Film And Theatre,Arts
David Irving,Brentwood,NA,United Kingdom,51.620355000000004,0.305006,1938,Male,Writer,Language,Humanities
G. H. Hardy,Cranleigh,NA,United Kingdom,51.1363,-0.4784,1877,Male,Mathematician,Math,Science & Technology
Robert Mitchum,Bridgeport,CT,United States,41.186389,-73.195556,1917,Male,Actor,Film And Theatre,Arts
Rudy Giuliani,New York,NY,United States,40.6438,-73.93,1944,Male,Politician,Government,Institutions
Joseph Fiennes,Salisbury,NA,United Kingdom,51.074,-1.7936,1970,Male,Actor,Film And Theatre,Arts
Tony Adams,Romford,NA,United Kingdom,51.5768,0.1801,1966,Male,Soccer Player,Team Sports,Sports
Joe Cocker,Sheffield,NA,United Kingdom,53.383611,-1.466944,1944,Male,Singer,Music,Arts
Raymond Kurzweil,New York,NY,United States,40.75,-73.866667,1948,Male,Computer Scientist,Computer Science,Science & Technology
Belinda Carlisle,Los Angeles,CA,United States,34.1,-118.333333,1958,Female,Singer,Music,Arts
Garret Hobart,Long Branch,NJ,United States,40.295372,-73.989899,1844,Male,Politician,Government,Institutions
Robert Nozick,New York,NY,United States,40.692778,-73.990278,1938,Male,Philosopher,Philosophy,Humanities
Richard Mentor Johnson,Louisville,KY,United States,38.25,-85.766667,1780,Male,Politician,Government,Institutions
George M. Dallas,Philadelphia,PA,United States,39.95,-75.166667,1792,Male,Politician,Government,Institutions
William R. King,Sampson County,NC,United States,34.99,-78.37,1786,Male,Politician,Government,Institutions
John C. Breckinridge,Lexington,KY,United States,38.029722,-84.494722,1821,Male,Politician,Government,Institutions
Ruth Benedict,New York,NY,United States,40.7127,-74.0059,1887,Female,Anthropologist,Social Sciences,Science & Technology
Henry Wilson,Farmington,NH,United States,43.389722,-71.065556,1812,Male,Historian,History,Humanities
Robert Moog,New York,NY,United States,40.7127,-74.0059,1934,Male,Inventor,Invention,Science & Technology
Thomas A. Hendricks,Fultonham,OH,United States,39.855278,-82.141667,1819,Male,Politician,Government,Institutions
Levi P. Morton,Shoreham,VT,United States,43.891944,-73.3125,1824,Male,Politician,Government,Institutions
Harold Pinter,London,NA,United Kingdom,NA,NA,1930,Male,Writer,Language,Humanities
Patsy Cline,Winchester,VA,United States,39.183333,-78.166667,1932,Female,Singer,Music,Arts
Paul Morphy,New Orleans,LA,United States,29.95,-90.066667,1837,Male,Chessmaster,Individual Sports,Sports
Tony Levin,Boston,MA,United States,42.358056,-71.063611,1946,Male,Musician,Music,Arts
Stanley Kubrick,New York,NY,United States,40.790278,-73.959722,1928,Male,Film Director,Film And Theatre,Arts
Rosalind Franklin,Notting Hill,NA,United Kingdom,51.5096,-0.2043,1920,Female,Biologist,Natural Sciences,Science & Technology
Steve Reich,New York,NY,United States,40.7127,-74.0059,1936,Male,Composer,Music,Arts
Guy Ritchie,Hatfield,NA,United Kingdom,51.762,-0.228,1968,Male,Film Director,Film And Theatre,Arts
John B. Watson,Travelers Rest,SC,United States,34.97,-82.437778,1878,Male,Psychologist,Social Sciences,Science & Technology
Ann Radcliffe,Holborn,NA,United Kingdom,51.5172,-0.1182,1764,Female,Writer,Language,Humanities
Art Clokey,Detroit,MI,United States,42.331389,-83.045833,1921,Male,Film Director,Film And Theatre,Arts
Charles W. Fairbanks,Unionville Center,OH,United States,40.136389,-83.341389,1852,Male,Lawyer,Law,Business & Law
Sarah Michelle Gellar,New York,NY,United States,40.7127,-74.0059,1977,Female,Actor,Film And Theatre,Arts
Charles G. Dawes,Marietta,OH,United States,39.416667,-81.45,1865,Male,Politician,Government,Institutions
Charles Curtis,Topeka,KS,United States,39.055833,-95.689444,1860,Male,Politician,Government,Institutions
John Nance Garner,Detroit,TX,United States,33.661667,-95.264444,1868,Male,Politician,Government,Institutions
Henry A. Wallace,Orient,IA,United States,41.202778,-94.418889,1888,Male,Politician,Government,Institutions
Alben W. Barkley,Lowes,KY,United States,36.885556,-88.773889,1877,Male,Politician,Government,Institutions
Hilary Swank,Lincoln,NE,United States,40.810556,-96.680278,1974,Female,Actor,Film And Theatre,Arts
Hattie McDaniel,Wichita,KS,United States,37.688889,-97.336111,1895,Female,Actor,Film And Theatre,Arts
Edgar F. Codd,Isle of Portland,NA,United Kingdom,50.55,-2.44,1923,Male,Computer Scientist,Computer Science,Science & Technology
Reese Witherspoon,New Orleans,LA,United States,29.95,-90.066667,1976,Female,Actor,Film And Theatre,Arts
Stanley Milgram,New York,NY,United States,40.7127,-74.0059,1933,Male,Psychologist,Social Sciences,Science & Technology
Nigel Hawthorne,Coventry,NA,United Kingdom,52.408056,-1.510556,1929,Male,Actor,Film And Theatre,Arts
SIR Richard Branson,London,NA,United Kingdom,51.47,0.009,1950,Male,Businessperson,Business,Business & Law
David Carradine,Los Angeles,CA,United States,34.1,-118.333333,1936,Male,Actor,Film And Theatre,Arts
"Upton Sinclair, Jr.",Baltimore,MD,United States,39.283333,-76.616667,1878,Male,Writer,Language,Humanities
Ian Paisley,Armagh,NA,United Kingdom,54.3499,-6.6546,1926,Male,Politician,Government,Institutions
Theodore Roosevelt,New York,NY,United States,40.790278,-73.959722,1858,Male,Politician,Government,Institutions
Tupac Shakur,New York,NY,United States,NA,NA,1971,Male,Singer,Music,Arts
Slash,Hampstead,NA,United Kingdom,51.5541,-0.1744,1965,Male,Musician,Music,Arts
Jamie Lynn Spears,McComb,MS,United States,31.244472,-90.471592,1991,Female,Actor,Film And Theatre,Arts
Isaac Barrow,London,NA,United Kingdom,51.507222,-0.1275,1630,Male,Mathematician,Math,Science & Technology
Jerry Lee Lewis,Ferriday,LA,United States,31.630556,-91.556667,1935,Male,Musician,Music,Arts
Rex Harrison,Huyton,NA,United Kingdom,53.41,-2.843,1908,Male,Actor,Film And Theatre,Arts
William Fox Talbot,Dorset,NA,United Kingdom,50.833333,-2.333333,1800,Male,Inventor,Invention,Science & Technology
Woody Allen,New York,NY,United States,40.8373,-73.886,1935,Male,Film Director,Film And Theatre,Arts
Johnny Carson,Corning,IA,United States,40.991389,-94.736944,1925,Male,Presenter,Media Personality,Public Figure
Damon Albarn,Whitechapel,NA,United Kingdom,51.5165,-0.075,1968,Male,Musician,Music,Arts
Robert Plant,West Bromwich,NA,United Kingdom,52.519,-1.995,1948,Male,Singer,Music,Arts
Washington Irving,New York,NY,United States,40.790278,-73.959722,1783,Male,Writer,Language,Humanities
Frank Oz,Hereford,NA,United Kingdom,NA,NA,1944,Male,Actor,Film And Theatre,Arts
Daniel McFadden,Raleigh,NC,United States,35.780556,-78.638889,1937,Male,Economist,Social Sciences,Science & Technology
"Robert Lucas, Jr.",Yakima,WA,United States,46.6,-120.5,1937,Male,Economist,Social Sciences,Science & Technology
Christina Applegate,Los Angeles,CA,United States,34.1,-118.333333,1971,Female,Actor,Film And Theatre,Arts
Kenneth Branagh,Belfast,NA,United Kingdom,54.597,-5.93,1960,Male,Actor,Film And Theatre,Arts
Wallace Shawn,New York,NY,United States,40.7127,-74.0059,1943,Male,Actor,Film And Theatre,Arts
Jimmy Page,Heston,NA,United Kingdom,51.4852,-0.3788,1944,Male,Musician,Music,Arts
Thomas Eakins,Philadelphia,PA,United States,39.95,-75.166667,1844,Male,Artist,Fine Arts,Arts
John Hughes,Lansing,MI,United States,42.733611,-84.546667,1950,Male,Film Director,Film And Theatre,Arts
John Forbes Nash,Bluefield,WV,United States,37.262222,-81.218611,1928,Male,Mathematician,Math,Science & Technology
Will Eisner,New York,NY,United States,40.692778,-73.990278,1917,Male,Comic Artist,Design,Arts
Tina Fey,Upper Darby,PA,United States,39.958333,-75.308056,1970,Female,Actor,Film And Theatre,Arts
Robert Oppenheimer,New York,NY,United States,40.7127,-74.0059,1904,Male,Physicist,Natural Sciences,Science & Technology
George Armstrong Custer,New Rumley,OH,United States,40.401667,-81.030833,1839,Male,Military Personnel,Military,Institutions
William Forsyth Sharpe,Boston,MA,United States,42.358056,-71.063611,1934,Male,Economist,Social Sciences,Science & Technology
Steve Martin,Waco,TX,United States,31.551389,-97.155833,1945,Male,Actor,Film And Theatre,Arts
Roger Wolcott Sperry,Hartford,CT,United States,41.762736,-72.674286,1913,Male,Psychologist,Social Sciences,Science & Technology
John Dos Passos,Chicago,IL,United States,41.836944,-87.684722,1896,Male,Writer,Language,Humanities
William Hogarth,London,NA,United Kingdom,51.507222,-0.1275,1697,Male,Artist,Fine Arts,Arts
Morrissey,Manchester,NA,United Kingdom,NA,NA,1959,Male,Singer,Music,Arts
John Everett Millais,Southampton,NA,United Kingdom,50.9,-1.4,1829,Male,Painter,Fine Arts,Arts
Hans Sloane,Killyleagh,NA,United Kingdom,54.4,-5.65,1660,Male,Physician,Medicine,Science & Technology
Norman Rockwell,New York,NY,United States,40.790278,-73.959722,1894,Male,Artist,Fine Arts,Arts
Danny DeVito,Neptune City,NJ,United States,40.200211,-74.03362,1944,Male,Actor,Film And Theatre,Arts
Al Pacino,New York,NY,United States,NA,NA,1940,Male,Actor,Film And Theatre,Arts
Henry Morgan,Wales,NA,United Kingdom,51.483333,-3.183333,1635,Male,Pirate,Outlaws,Public Figure
Jeff Beck,London,NA,United Kingdom,51.3647,-0.1403,1944,Male,Musician,Music,Arts
Rod Stewart,Highgate,NA,United Kingdom,51.5716,-0.1448,1945,Male,Singer,Music,Arts
Bryan Ferry,County Durham,NA,United Kingdom,54.666667,-1.833333,1945,Male,Singer,Music,Arts
Danny Boyle,Radcliffe,NA,United Kingdom,53.5615,-2.3268,1956,Male,Film Director,Film And Theatre,Arts
Éamon de Valera,New York,NY,United States,40.7127,-74.0059,1882,Male,Politician,Government,Institutions
Lady Godiva,Coventry,NA,United Kingdom,52.6,-1.6,980,Female,Social Activist,Activism,Public Figure
Bud Abbott,Asbury Park,NJ,United States,40.222884,-74.010232,1895,Male,Actor,Film And Theatre,Arts
Douglass North,Boston,MA,United States,42.373611,-71.110556,1920,Male,Economist,Social Sciences,Science & Technology
Jason Lee,Los Angeles,CA,United States,33.692778,-118.000278,1970,Male,Actor,Film And Theatre,Arts
M. Shadows,Los Angeles,CA,United States,33.692778,-118.000278,1981,Male,Singer,Music,Arts
Synyster Gates,Los Angeles,CA,United States,33.692778,-118.000278,1981,Male,Musician,Music,Arts
Nancy Cartwright,Dayton,OH,United States,39.759444,-84.191667,1957,Female,Actor,Film And Theatre,Arts
Barbara Stanwyck,New York,NY,United States,40.692778,-73.990278,1907,Female,Actor,Film And Theatre,Arts
John Constable,East Bergholt,NA,United Kingdom,51.9759,1.01676,1776,Male,Artist,Fine Arts,Arts
The Rev,Los Angeles,CA,United States,33.692778,-118.000278,1981,Male,Musician,Music,Arts
Matthew Arnold,Laleham,NA,United Kingdom,51.40938,-0.48882,1822,Male,Writer,Language,Humanities
William Holman Hunt,Cheapside,NA,United Kingdom,51.5141,-0.0937,1827,Male,Painter,Fine Arts,Arts
John Rawls,Baltimore,MD,United States,39.283333,-76.616667,1921,Male,Philosopher,Philosophy,Humanities
The Edge,Barking,NA,United Kingdom,51.54,0.08,1961,Male,Musician,Music,Arts
Adam Clayton,Chinnor,NA,United Kingdom,51.702,-0.911,1960,Male,Musician,Music,Arts
Billy Joel,New York,NY,United States,40.8373,-73.886,1949,Male,Singer,Music,Arts
"Sophie, The Countess of Wessex",Oxford,NA,United Kingdom,51.760278,-1.261944,1965,Female,Companion,Companions,Public Figure
"Prince Edward, Earl of Wessex",London,NA,United Kingdom,51.501,-0.1416,1964,Male,Nobleman,Government,Institutions
"Anne, Princess Royal",London,NA,United Kingdom,51.504,-0.1385,1950,Female,Nobleman,Government,Institutions
"Charles, Prince of Wales",London,NA,United Kingdom,51.501,-0.1416,1948,Male,Nobleman,Government,Institutions
"Prince Andrew, Duke of York",London,NA,United Kingdom,51.501,-0.1416,1960,Male,Nobleman,Government,Institutions
Stuart Sutcliffe,Edinburgh,NA,United Kingdom,55.953056,-3.188889,1940,Male,Musician,Music,Arts
Mike Hawthorn,Mexborough,NA,United Kingdom,53.4992,-1.283,1929,Male,Racecar Driver,Individual Sports,Sports
Thomas Carlyle,Ecclefechan,NA,United Kingdom,55.061553,-3.264243,1795,Male,Philosopher,Philosophy,Humanities
Brian Epstein,Liverpool,NA,United Kingdom,53.4,-3,1934,Male,Businessperson,Business,Business & Law
Paul Giamatti,New Haven,CT,United States,41.31,-72.923611,1967,Male,Actor,Film And Theatre,Arts
Richie Sambora,Perth Amboy,NJ,United States,40.52016,-74.271331,1959,Male,Musician,Music,Arts
Alice Cooper,Detroit,MI,United States,42.331389,-83.045833,1948,Male,Musician,Music,Arts
Ronald Fisher,East Finchley,NA,United Kingdom,51.59016,-0.17534,1890,Male,Statistician,Math,Science & Technology
Kenneth Arrow,New York,NY,United States,40.7127,-74.0059,1921,Male,Economist,Social Sciences,Science & Technology
J. M. Barrie,Kirriemuir,NA,United Kingdom,56.66921,-3.0051,1860,Male,Writer,Language,Humanities
Madonna,Bay City,MI,United States,43.59505,-83.888639,1958,Female,Musician,Music,Arts
Buckethead,Los Angeles,CA,United States,33.692778,-118.000278,1969,Male,Musician,Music,Arts
Aaron Copland,New York,NY,United States,40.692778,-73.990278,1900,Male,Composer,Music,Arts
"John Churchill, 1st Duke of Marlborough",Devon,NA,United Kingdom,NA,NA,1650,Male,Military Personnel,Military,Institutions
Richard Rodgers,New York,NY,United States,40.591568,-73.784008,1902,Male,Composer,Music,Arts
Jeffrey P. Bezos,Albuquerque,NM,United States,35.110703,-106.609991,1964,Male,Businessperson,Business,Business & Law
Robert Ludlum,New York,NY,United States,40.7127,-74.0059,1927,Male,Writer,Language,Humanities
Eddie Murphy,New York,NY,United States,40.692778,-73.990278,1961,Male,Actor,Film And Theatre,Arts
William Godwin,Wisbech,NA,United Kingdom,52.66416,0.16031,1756,Male,Philosopher,Philosophy,Humanities
"Douglas Haig, 1st Earl Haig",Charlotte Square,NA,United Kingdom,55.951776,-3.207657,1861,Male,Military Personnel,Military,Institutions
Lily Tomlin,Detroit,MI,United States,42.331389,-83.045833,1939,Female,Actor,Film And Theatre,Arts
Chester Bennington,Phoenix,AZ,United States,33.45,-112.066667,1976,Male,Singer,Music,Arts
Joe Hahn,Dallas,TX,United States,32.775833,-96.796667,1977,Male,Musician,Music,Arts
William Baffin,London,NA,United Kingdom,51.507222,-0.1275,1584,Male,Explorer,Explorers,Exploration
Ted Bundy,Burlington,VT,United States,44.475833,-73.211944,1946,Male,Extremist,Outlaws,Public Figure
Tera Patrick,Great Falls,MT,United States,47.503611,-111.286389,1976,Female,Pornographic Actor,Media Personality,Public Figure
Eddie Izzard,Aden,NA,United Kingdom,NA,NA,1962,Male,Actor,Film And Theatre,Arts
Whoopi Goldberg,New York,NY,United States,40.790278,-73.959722,1955,Female,Actor,Film And Theatre,Arts
Trent Reznor,Mercer,PA,United States,41.226389,-80.2375,1965,Male,Musician,Music,Arts
Tyra Banks,Los Angeles,CA,United States,33.9575,-118.346111,1973,Female,Model,Media Personality,Public Figure
Yehudi Menuhin,New York,NY,United States,40.7127,-74.0059,1916,Male,Musician,Music,Arts
Brandy Norwood,McComb,MS,United States,31.244472,-90.471592,1979,Female,Singer,Music,Arts
Steve McQueen,Beech Grove,IN,United States,39.717778,-86.091389,1930,Male,Actor,Film And Theatre,Arts
Dashiell Hammett,St. Mary's County,MD,United States,38.252222,-76.563611,1894,Male,Writer,Language,Humanities
Joe Biden,Scranton,PA,United States,41.410556,-75.6675,1942,Male,Politician,Government,Institutions
